T22,Major trading partners,,,,,,,
Region/Country/Area,,Year,Series,Major trading partner 1 (% of exports),Major trading partner 1 (% of exports) footnote,Value,Footnotes,Source
104,Myanmar,2020,Major trading partner 2 (% of imports),Singapore,,13.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
104,Myanmar,2023,Major trading partner 2 (% of imports),Singapore,,22.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
104,Myanmar,2015,Major trading partner 3 (% of exports),Japan,,3.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
104,Myanmar,2020,Major trading partner 3 (% of exports),Japan,,7.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
104,Myanmar,2023,Major trading partner 3 (% of exports),Japan,,8.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
104,Myanmar,2015,Major trading partner 3 (% of imports),Thailand,,11.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
104,Myanmar,2020,Major trading partner 3 (% of imports),Thailand,,10.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
104,Myanmar,2023,Major trading partner 3 (% of imports),Thailand,,12.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
516,Namibia,2015,Major trading partner 1 (% of exports),Botswana,,22.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
516,Namibia,2020,Major trading partner 1 (% of exports),Botswana,,11.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
516,Namibia,2023,Major trading partner 1 (% of exports),Botswana,,19.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
516,Namibia,2015,Major trading partner 1 (% of imports),South Africa,,63.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
516,Namibia,2020,Major trading partner 1 (% of imports),South Africa,,46.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
516,Namibia,2023,Major trading partner 1 (% of imports),South Africa,,35.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
516,Namibia,2015,Major trading partner 2 (% of exports),South Africa,,19.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
516,Namibia,2020,Major trading partner 2 (% of exports),South Africa,,17.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
516,Namibia,2023,Major trading partner 2 (% of exports),South Africa,,18.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
516,Namibia,2015,Major trading partner 2 (% of imports),China,,6.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
516,Namibia,2020,Major trading partner 2 (% of imports),China,,6.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
516,Namibia,2023,Major trading partner 2 (% of imports),China,,8.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
516,Namibia,2015,Major trading partner 3 (% of exports),China,,3.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
516,Namibia,2020,Major trading partner 3 (% of exports),China,,18.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
516,Namibia,2023,Major trading partner 3 (% of exports),China,,12.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
516,Namibia,2015,Major trading partner 3 (% of imports),India,,1.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
516,Namibia,2020,Major trading partner 3 (% of imports),India,,3.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
516,Namibia,2023,Major trading partner 3 (% of imports),India,,6.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
524,Nepal,2015,Major trading partner 1 (% of exports),India,,63.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
524,Nepal,2020,Major trading partner 1 (% of exports),India,,72.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
524,Nepal,2023,Major trading partner 1 (% of exports),India,,71.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
524,Nepal,2015,Major trading partner 1 (% of imports),India,,60.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
524,Nepal,2020,Major trading partner 1 (% of imports),India,,64.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
524,Nepal,2023,Major trading partner 1 (% of imports),India,,63.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
524,Nepal,2015,Major trading partner 2 (% of exports),United States,,10.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
524,Nepal,2020,Major trading partner 2 (% of exports),United States,,10.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
524,Nepal,2023,Major trading partner 2 (% of exports),United States,,11.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
524,Nepal,2015,Major trading partner 2 (% of imports),China,,13.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
524,Nepal,2020,Major trading partner 2 (% of imports),China,,13.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
524,Nepal,2023,Major trading partner 2 (% of imports),China,,13.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
524,Nepal,2015,Major trading partner 3 (% of exports),Germany,,4.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
524,Nepal,2020,Major trading partner 3 (% of exports),Germany,,2.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
524,Nepal,2023,Major trading partner 3 (% of exports),Germany,,2.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
524,Nepal,2015,Major trading partner 3 (% of imports),Indonesia,,1.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
524,Nepal,2020,Major trading partner 3 (% of imports),Indonesia,,1.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
524,Nepal,2023,Major trading partner 3 (% of imports),Indonesia,,2.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
528,Netherlands (Kingdom of the),2015,Major trading partner 1 (% of exports),Germany,,23.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
528,Netherlands (Kingdom of the),2020,Major trading partner 1 (% of exports),Germany,,22.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
528,Netherlands (Kingdom of the),2023,Major trading partner 1 (% of exports),Germany,,22.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
528,Netherlands (Kingdom of the),2015,Major trading partner 1 (% of imports),Germany,,17.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
528,Netherlands (Kingdom of the),2020,Major trading partner 1 (% of imports),Germany,,17.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
528,Netherlands (Kingdom of the),2023,Major trading partner 1 (% of imports),Germany,,16.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
528,Netherlands (Kingdom of the),2015,Major trading partner 2 (% of exports),Belgium,,10.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
528,Netherlands (Kingdom of the),2020,Major trading partner 2 (% of exports),Belgium,,10.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
528,Netherlands (Kingdom of the),2023,Major trading partner 2 (% of exports),Belgium,,11.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
528,Netherlands (Kingdom of the),2015,Major trading partner 2 (% of imports),United States,,8.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
528,Netherlands (Kingdom of the),2020,Major trading partner 2 (% of imports),United States,,8.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
528,Netherlands (Kingdom of the),2023,Major trading partner 2 (% of imports),United States,,10.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
528,Netherlands (Kingdom of the),2015,Major trading partner 3 (% of exports),France,,7.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
528,Netherlands (Kingdom of the),2020,Major trading partner 3 (% of exports),France,,7.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
528,Netherlands (Kingdom of the),2023,Major trading partner 3 (% of exports),France,,8.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
528,Netherlands (Kingdom of the),2015,Major trading partner 3 (% of imports),Belgium,,10.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
528,Netherlands (Kingdom of the),2020,Major trading partner 3 (% of imports),Belgium,,9.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
