T31,Tourist/visitor arrivals and tourism expenditure,,,,,,,
Region/Country/Area,,Year,Series,Tourism arrivals series type,Tourism arrivals series type footnote,Value,Footnotes,Source
608,Philippines,2022,Tourist/visitor arrivals (thousands),TF,,"2,654",Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
608,Philippines,1995,Tourism expenditure (millions of US dollars),,,"1,141",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
608,Philippines,2005,Tourism expenditure (millions of US dollars),,,"2,863",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
608,Philippines,2010,Tourism expenditure (millions of US dollars),,,"3,441",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
608,Philippines,2020,Tourism expenditure (millions of US dollars),,,"2,499",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
608,Philippines,2021,Tourism expenditure (millions of US dollars),,,953,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
608,Philippines,2022,Tourism expenditure (millions of US dollars),,,"5,239",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
616,Poland,1995,Tourist/visitor arrivals (thousands),TF,,"19,215",Based on surveys by the Institute of Tourism.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
616,Poland,2005,Tourist/visitor arrivals (thousands),TF,,"15,200",Based on surveys by the Institute of Tourism.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
616,Poland,2010,Tourist/visitor arrivals (thousands),TF,,"12,470",Based on surveys by the Institute of Tourism.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
616,Poland,2020,Tourist/visitor arrivals (thousands),TF,,"8,418",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
616,Poland,2021,Tourist/visitor arrivals (thousands),TF,,"9,722",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
616,Poland,2022,Tourist/visitor arrivals (thousands),TF,,"15,948",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
616,Poland,1995,Tourism expenditure (millions of US dollars),,,"6,927",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
616,Poland,2005,Tourism expenditure (millions of US dollars),,,"7,161",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
616,Poland,2010,Tourism expenditure (millions of US dollars),,,"9,875",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
616,Poland,2020,Tourism expenditure (millions of US dollars),,,"8,843",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
616,Poland,2021,Tourism expenditure (millions of US dollars),,,"10,142",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
616,Poland,2022,Tourism expenditure (millions of US dollars),,,"16,419",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
620,Portugal,1995,Tourist/visitor arrivals (thousands),TCE,,"9,511",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
620,Portugal,2005,Tourist/visitor arrivals (thousands),TCE,,"10,612",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
620,Portugal,2010,Tourist/visitor arrivals (thousands),TCE,,"6,756",Non-resident tourists staying in all types of accommodation establishments.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
620,Portugal,2020,Tourist/visitor arrivals (thousands),TCE,,"4,208","Non-resident tourists staying in all types of accommodation establishments.;Include hotels, apartment hotels, “pousadas”, tourist apartments, tourist villages, camping sites, recreation centres, tourism in rural areas and local accommodation.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
620,Portugal,2021,Tourist/visitor arrivals (thousands),TCE,,"6,345","Non-resident tourists staying in all types of accommodation establishments.;Include hotels, apartment hotels, “pousadas”, tourist apartments, tourist villages, camping sites, recreation centres, tourism in rural areas and local accommodation.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
620,Portugal,2022,Tourist/visitor arrivals (thousands),TCE,,"16,308","Non-resident tourists staying in all types of accommodation establishments.;Include hotels, apartment hotels, “pousadas”, tourist apartments, tourist villages, camping sites, recreation centres, tourism in rural areas and local accommodation.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
620,Portugal,1995,Tourism expenditure (millions of US dollars),,,"5,646",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
620,Portugal,2005,Tourism expenditure (millions of US dollars),,,"9,038",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
620,Portugal,2010,Tourism expenditure (millions of US dollars),,,"12,984",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
620,Portugal,2020,Tourism expenditure (millions of US dollars),,,"10,533",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
620,Portugal,2021,Tourism expenditure (millions of US dollars),,,"13,823",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
620,Portugal,2022,Tourism expenditure (millions of US dollars),,,"26,309",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
630,Puerto Rico,1995,Tourist/visitor arrivals (thousands),TF,,"3,131",Data refer to fiscal years beginning 1 July.;Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
630,Puerto Rico,2005,Tourist/visitor arrivals (thousands),TF,,"3,686",Data refer to fiscal years beginning 1 July.;Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
630,Puerto Rico,2010,Tourist/visitor arrivals (thousands),TF,,"3,186",Data refer to fiscal years beginning 1 July.;Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
630,Puerto Rico,2020,Tourist/visitor arrivals (thousands),TF,,"2,617",Data refer to fiscal years beginning 1 July.;Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
630,Puerto Rico,2021,Tourist/visitor arrivals (thousands),TF,,"2,755",Data refer to fiscal years beginning 1 July.;Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
630,Puerto Rico,2022,Tourist/visitor arrivals (thousands),TF,,"3,273",Data refer to fiscal years beginning 1 July.;Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
630,Puerto Rico,1995,Tourism expenditure (millions of US dollars),,,"1,828",Data refer to fiscal years beginning 1 July.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
630,Puerto Rico,2005,Tourism expenditure (millions of US dollars),,,"3,239",Data refer to fiscal years beginning 1 July.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
630,Puerto Rico,2010,Tourism expenditure (millions of US dollars),,,"3,211",Data refer to fiscal years beginning 1 July.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
630,Puerto Rico,2020,Tourism expenditure (millions of US dollars),,,"2,921",Data refer to fiscal years beginning 1 July.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
630,Puerto Rico,2021,Tourism expenditure (millions of US dollars),,,"2,787",Data refer to fiscal years beginning 1 July.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
630,Puerto Rico,2022,Tourism expenditure (millions of US dollars),,,"3,330",Data refer to fiscal years beginning 1 July.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
634,Qatar,2010,Tourist/visitor arrivals (thousands),VF,,"1,700",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
634,Qatar,2020,Tourist/visitor arrivals (thousands),VF,,582,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
634,Qatar,2021,Tourist/visitor arrivals (thousands),VF,,611,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
634,Qatar,2022,Tourist/visitor arrivals (thousands),VF,,"2,560",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
634,Qatar,2020,Tourism expenditure (millions of US dollars),,,"14,318",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
634,Qatar,2021,Tourism expenditure (millions of US dollars),,,"14,830",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
634,Qatar,2022,Tourism expenditure (millions of US dollars),,,"25,046",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
410,Republic of Korea,1995,Tourist/visitor arrivals (thousands),VF,,"3,753",Including nationals residing abroad and crew members.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
410,Republic of Korea,2005,Tourist/visitor arrivals (thousands),VF,,"6,023",Including nationals residing abroad and crew members.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
410,Republic of Korea,2010,Tourist/visitor arrivals (thousands),VF,,"8,798",Including nationals residing abroad and crew members.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
410,Republic of Korea,2020,Tourist/visitor arrivals (thousands),VF,,"2,519",Including nationals residing abroad and crew members.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
410,Republic of Korea,2021,Tourist/visitor arrivals (thousands),VF,,967,Including nationals residing abroad and crew members.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
410,Republic of Korea,2022,Tourist/visitor arrivals (thousands),VF,,"3,198",Including nationals residing abroad and crew members.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
410,Republic of Korea,1995,Tourism expenditure (millions of US dollars),,,"6,670",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
410,Republic of Korea,2005,Tourism expenditure (millions of US dollars),,,"8,282",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
410,Republic of Korea,2010,Tourism expenditure (millions of US dollars),,,"14,315",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
410,Republic of Korea,2020,Tourism expenditure (millions of US dollars),,,"11,524",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
410,Republic of Korea,2021,Tourism expenditure (millions of US dollars),,,"11,432",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
410,Republic of Korea,2022,Tourism expenditure (millions of US dollars),,,"14,501",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
498,Republic of Moldova,1995,Tourist/visitor arrivals (thousands),TCE,,32,Visitors who have benefited from tourism services provided by the tourism agencies and tour operators (titulars of tourism licences).,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
498,Republic of Moldova,2005,Tourist/visitor arrivals (thousands),TCE,,67,Non-resident tourists staying in all types of accommodation establishments.;Excluding the left side of the river Nistru and the municipality of Bender.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
498,Republic of Moldova,2010,Tourist/visitor arrivals (thousands),TCE,,64,Non-resident tourists staying in all types of accommodation establishments.;Excluding the left side of the river Nistru and the municipality of Bender.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
498,Republic of Moldova,2020,Tourist/visitor arrivals (thousands),TCE,,29,Non-resident tourists staying in all types of accommodation establishments.;Excluding the left side of the river Nistru and the municipality of Bender.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
498,Republic of Moldova,2021,Tourist/visitor arrivals (thousands),TCE,,69,Non-resident tourists staying in all types of accommodation establishments.;Excluding the left side of the river Nistru and the municipality of Bender.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
498,Republic of Moldova,2022,Tourist/visitor arrivals (thousands),TCE,,162,Non-resident tourists staying in all types of accommodation establishments.;Excluding the left side of the river Nistru and the municipality of Bender.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
498,Republic of Moldova,1995,Tourism expenditure (millions of US dollars),,,71,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
498,Republic of Moldova,2005,Tourism expenditure (millions of US dollars),,,138,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
498,Republic of Moldova,2010,Tourism expenditure (millions of US dollars),,,222,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
498,Republic of Moldova,2020,Tourism expenditure (millions of US dollars),,,353,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
498,Republic of Moldova,2021,Tourism expenditure (millions of US dollars),,,484,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
498,Republic of Moldova,2022,Tourism expenditure (millions of US dollars),,,844,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
638,Réunion,1995,Tourist/visitor arrivals (thousands),TF,,304,Arrivals by air only.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
638,Réunion,2005,Tourist/visitor arrivals (thousands),TF,,409,Arrivals by air only.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
638,Réunion,2010,Tourist/visitor arrivals (thousands),TF,,420,Arrivals by air only.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
638,Réunion,2020,Tourist/visitor arrivals (thousands),TF,,217,Arrivals by air only.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
638,Réunion,2021,Tourist/visitor arrivals (thousands),TF,,251,Arrivals by air only.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
638,Réunion,2022,Tourist/visitor arrivals (thousands),TF,,495,Arrivals by air only.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
638,Réunion,1995,Tourism expenditure (millions of US dollars),,,216,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
638,Réunion,2005,Tourism expenditure (millions of US dollars),,,384,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
638,Réunion,2010,Tourism expenditure (millions of US dollars),,,389,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
638,Réunion,2020,Tourism expenditure (millions of US dollars),,,181,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
638,Réunion,2021,Tourism expenditure (millions of US dollars),,,227,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
638,Réunion,2022,Tourism expenditure (millions of US dollars),,,439,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
642,Romania,1995,Tourist/visitor arrivals (thousands),VF,,"5,445",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
642,Romania,2005,Tourist/visitor arrivals (thousands),VF,,"5,839",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
642,Romania,2010,Tourist/visitor arrivals (thousands),VF,,"7,498",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
642,Romania,2020,Tourist/visitor arrivals (thousands),VF,,"5,023",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
642,Romania,2021,Tourist/visitor arrivals (thousands),VF,,"6,789",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
642,Romania,2022,Tourist/visitor arrivals (thousands),VF,,"12,697",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
642,Romania,1995,Tourism expenditure (millions of US dollars),,,689,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
642,Romania,2005,Tourism expenditure (millions of US dollars),,,"1,324",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
642,Romania,2010,Tourism expenditure (millions of US dollars),,,"1,631",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
642,Romania,2020,Tourism expenditure (millions of US dollars),,,"1,619",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
642,Romania,2021,Tourism expenditure (millions of US dollars),,,"3,525",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
642,Romania,2022,Tourism expenditure (millions of US dollars),,,"5,036",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
643,Russian Federation,1995,Tourist/visitor arrivals (thousands),VF,,"10,290",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
643,Russian Federation,2005,Tourist/visitor arrivals (thousands),VF,,"22,201",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
643,Russian Federation,2010,Tourist/visitor arrivals (thousands),VF,,"22,281",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
643,Russian Federation,2020,Tourist/visitor arrivals (thousands),VF,,"6,359",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
643,Russian Federation,2005,Tourism expenditure (millions of US dollars),,,"7,805",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
643,Russian Federation,2010,Tourism expenditure (millions of US dollars),,,"13,239",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
643,Russian Federation,2020,Tourism expenditure (millions of US dollars),,,"6,029",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
643,Russian Federation,2021,Tourism expenditure (millions of US dollars),,,"6,330",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
643,Russian Federation,2022,Tourism expenditure (millions of US dollars),,,"6,819",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
646,Rwanda,2010,Tourist/visitor arrivals (thousands),TF,,605,January-November.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
646,Rwanda,2020,Tourist/visitor arrivals (thousands),TF,,460,January-November.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
646,Rwanda,2021,Tourist/visitor arrivals (thousands),TF,,480,January-November.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
646,Rwanda,1995,Tourism expenditure (millions of US dollars),,,4,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
646,Rwanda,2005,Tourism expenditure (millions of US dollars),,,67,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
646,Rwanda,2010,Tourism expenditure (millions of US dollars),,,224,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
646,Rwanda,2020,Tourism expenditure (millions of US dollars),,,212,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
646,Rwanda,2021,Tourism expenditure (millions of US dollars),,,284,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
646,Rwanda,2022,Tourism expenditure (millions of US dollars),,,618,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
667,Saba,1995,Tourist/visitor arrivals (thousands),TF,,10,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
667,Saba,2005,Tourist/visitor arrivals (thousands),TF,,12,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
667,Saba,2010,Tourist/visitor arrivals (thousands),TF,,12,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
659,Saint Kitts and Nevis,1995,Tourist/visitor arrivals (thousands),TF,,79,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
659,Saint Kitts and Nevis,2005,Tourist/visitor arrivals (thousands),TF,,141,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
659,Saint Kitts and Nevis,2010,Tourist/visitor arrivals (thousands),TF,,98,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
659,Saint Kitts and Nevis,2020,Tourist/visitor arrivals (thousands),TF,,30,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
659,Saint Kitts and Nevis,2021,Tourist/visitor arrivals (thousands),TF,,20,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
659,Saint Kitts and Nevis,2022,Tourist/visitor arrivals (thousands),TF,,80,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
659,Saint Kitts and Nevis,1995,Tourism expenditure (millions of US dollars),,,63,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
659,Saint Kitts and Nevis,2005,Tourism expenditure (millions of US dollars),,,121,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
659,Saint Kitts and Nevis,2010,Tourism expenditure (millions of US dollars),,,90,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
659,Saint Kitts and Nevis,2020,Tourism expenditure (millions of US dollars),,,107,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
659,Saint Kitts and Nevis,2021,Tourism expenditure (millions of US dollars),,,153,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
659,Saint Kitts and Nevis,2022,Tourism expenditure (millions of US dollars),,,302,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
662,Saint Lucia,1995,Tourist/visitor arrivals (thousands),TF,,231,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
662,Saint Lucia,2005,Tourist/visitor arrivals (thousands),TF,,318,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
662,Saint Lucia,2010,Tourist/visitor arrivals (thousands),TF,,306,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
662,Saint Lucia,2020,Tourist/visitor arrivals (thousands),TF,,131,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
662,Saint Lucia,2021,Tourist/visitor arrivals (thousands),TF,,199,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
662,Saint Lucia,2022,Tourist/visitor arrivals (thousands),TF,,356,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
662,Saint Lucia,1995,Tourism expenditure (millions of US dollars),,,230,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
662,Saint Lucia,2005,Tourism expenditure (millions of US dollars),,,382,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
662,Saint Lucia,2010,Tourism expenditure (millions of US dollars),,,309,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
662,Saint Lucia,2020,Tourism expenditure (millions of US dollars),,,340,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
662,Saint Lucia,2021,Tourism expenditure (millions of US dollars),,,569,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
662,Saint Lucia,2022,Tourism expenditure (millions of US dollars),,,"1,080",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
670,Saint Vincent & Grenadines,1995,Tourist/visitor arrivals (thousands),TF,,60,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
670,Saint Vincent & Grenadines,2005,Tourist/visitor arrivals (thousands),TF,,96,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
670,Saint Vincent & Grenadines,2010,Tourist/visitor arrivals (thousands),TF,,72,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
670,Saint Vincent & Grenadines,2020,Tourist/visitor arrivals (thousands),TF,,27,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
670,Saint Vincent & Grenadines,2021,Tourist/visitor arrivals (thousands),TF,,24,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
670,Saint Vincent & Grenadines,2022,Tourist/visitor arrivals (thousands),TF,,59,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
670,Saint Vincent & Grenadines,1995,Tourism expenditure (millions of US dollars),,,53,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
670,Saint Vincent & Grenadines,2005,Tourism expenditure (millions of US dollars),,,104,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
670,Saint Vincent & Grenadines,2010,Tourism expenditure (millions of US dollars),,,86,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
670,Saint Vincent & Grenadines,2020,Tourism expenditure (millions of US dollars),,,88,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
