T15,Balance of payments summary,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
218,Ecuador,2010,Balance of Payments: Capital account (millions of US dollars),105,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
218,Ecuador,2015,Balance of Payments: Capital account (millions of US dollars),-49,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
218,Ecuador,2021,Balance of Payments: Capital account (millions of US dollars),-224,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
218,Ecuador,2022,Balance of Payments: Capital account (millions of US dollars),86,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
218,Ecuador,2023,Balance of Payments: Capital account (millions of US dollars),82,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
218,Ecuador,1985,Balance of Payments: Financial account (millions of US dollars),244,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
218,Ecuador,1995,Balance of Payments: Financial account (millions of US dollars),645,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
218,Ecuador,2010,Balance of Payments: Financial account (millions of US dollars),"-1,581",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
218,Ecuador,2015,Balance of Payments: Financial account (millions of US dollars),"-2,232",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
218,Ecuador,2021,Balance of Payments: Financial account (millions of US dollars),"3,043",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
218,Ecuador,2022,Balance of Payments: Financial account (millions of US dollars),"1,891",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
218,Ecuador,2023,Balance of Payments: Financial account (millions of US dollars),"1,153",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
818,Egypt,1985,Balance of Payments: Current account (millions of US dollars),"-1,816",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
818,Egypt,1995,Balance of Payments: Current account (millions of US dollars),-254,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
818,Egypt,2010,Balance of Payments: Current account (millions of US dollars),"-4,504",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
818,Egypt,2015,Balance of Payments: Current account (millions of US dollars),"-17,243",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
818,Egypt,2021,Balance of Payments: Current account (millions of US dollars),"-18,611",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
818,Egypt,2022,Balance of Payments: Current account (millions of US dollars),"-10,537",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
818,Egypt,1985,Balance of Payments: Capital account (millions of US dollars),0,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
818,Egypt,1995,Balance of Payments: Capital account (millions of US dollars),0,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
818,Egypt,2010,Balance of Payments: Capital account (millions of US dollars),-39,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
818,Egypt,2015,Balance of Payments: Capital account (millions of US dollars),-148,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
818,Egypt,2021,Balance of Payments: Capital account (millions of US dollars),-155,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
818,Egypt,2022,Balance of Payments: Capital account (millions of US dollars),2,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
818,Egypt,1985,Balance of Payments: Financial account (millions of US dollars),"-1,231",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
818,Egypt,1995,Balance of Payments: Financial account (millions of US dollars),18,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
818,Egypt,2010,Balance of Payments: Financial account (millions of US dollars),"-6,688",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
818,Egypt,2015,Balance of Payments: Financial account (millions of US dollars),"-22,162",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
818,Egypt,2021,Balance of Payments: Financial account (millions of US dollars),"-29,377",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
818,Egypt,2022,Balance of Payments: Financial account (millions of US dollars),"-12,339",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
222,El Salvador,1985,Balance of Payments: Current account (millions of US dollars),-29,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
222,El Salvador,1995,Balance of Payments: Current account (millions of US dollars),-262,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
222,El Salvador,2010,Balance of Payments: Current account (millions of US dollars),-533,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
222,El Salvador,2015,Balance of Payments: Current account (millions of US dollars),-754,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
222,El Salvador,2021,Balance of Payments: Current account (millions of US dollars),"-1,250",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
222,El Salvador,2022,Balance of Payments: Current account (millions of US dollars),"-2,182",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
222,El Salvador,2023,Balance of Payments: Current account (millions of US dollars),-466,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
222,El Salvador,2010,Balance of Payments: Capital account (millions of US dollars),232,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
222,El Salvador,2015,Balance of Payments: Capital account (millions of US dollars),65,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
222,El Salvador,2021,Balance of Payments: Capital account (millions of US dollars),254,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
222,El Salvador,2022,Balance of Payments: Capital account (millions of US dollars),242,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
222,El Salvador,2023,Balance of Payments: Capital account (millions of US dollars),336,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
222,El Salvador,1985,Balance of Payments: Financial account (millions of US dollars),-6,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
222,El Salvador,1995,Balance of Payments: Financial account (millions of US dollars),-290,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
222,El Salvador,2010,Balance of Payments: Financial account (millions of US dollars),-264,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
222,El Salvador,2015,Balance of Payments: Financial account (millions of US dollars),-765,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
222,El Salvador,2021,Balance of Payments: Financial account (millions of US dollars),"-1,268",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
222,El Salvador,2022,Balance of Payments: Financial account (millions of US dollars),"-1,255",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
222,El Salvador,2023,Balance of Payments: Financial account (millions of US dollars),-491,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
